"","Species","Extent","X_round","Y_round","Occurrence"
"1","Agrostis.alpina","Alps",4105150,2342150,1
"2","Agrostis.alpina","Alps",4106850,2342550,1
"3","Agrostis.alpina","Alps",4072350,2363750,1
"4","Agrostis.alpina","Alps",4056350,2394250,1
"5","Agrostis.alpina","Alps",4624550,2607650,1
"6","Agrostis.alpina","Alps",4687050,2610750,1
"7","Agrostis.alpina","Alps",4446050,2641850,1
"8","Agrostis.alpina","Alps",4446150,2641850,1
"9","Agrostis.alpina","Alps",4447450,2641950,1
"10","Agrostis.alpina","Alps",4444050,2642050,1
"11","Agrostis.alpina","Alps",4445250,2642050,1
"12","Agrostis.alpina","Alps",4444250,2642550,1
"13","Agrostis.alpina","Alps",4443250,2642950,1
"14","Agrostis.alpina","Alps",4444050,2643250,1
"15","Agrostis.alpina","Alps",4443250,2643350,1
"16","Agrostis.alpina","Alps",4443550,2643750,1
"17","Agrostis.alpina","Alps",4444650,2643850,1
"18","Agrostis.alpina","Alps",4444550,2645650,1
"19","Agrostis.alpina","Alps",4444550,2645850,1
"20","Agrostis.alpina","Alps",4443950,2646550,1
"21","Agrostis.alpina","Alps",4444150,2646750,1
"22","Agrostis.alpina","Alps",4574850,2648650,1
"23","Agrostis.alpina","Alps",4575650,2648650,1
"24","Agrostis.alpina","Alps",4575550,2649750,1
"25","Agrostis.alpina","Alps",4522950,2649850,1
"26","Agrostis.alpina","Alps",4577850,2651050,1
"27","Agrostis.alpina","Alps",4530450,2653450,1
"28","Agrostis.alpina","Alps",4550750,2653750,1
"29","Agrostis.alpina","Alps",4485450,2654250,1
"30","Agrostis.alpina","Alps",4312150,2654350,1
"31","Agrostis.alpina","Alps",4550650,2655250,1
"32","Agrostis.alpina","Alps",4485450,2655350,1
"33","Agrostis.alpina","Alps",4453450,2655650,1
"34","Agrostis.alpina","Alps",4484650,2656450,1
"35","Agrostis.alpina","Alps",4494450,2657850,1
"36","Agrostis.alpina","Schrankogel",4403450,2658150,1
"37","Agrostis.alpina","Alps",4526450,2658950,1
"38","Agrostis.alpina","Alps",4527150,2658950,1
"39","Agrostis.alpina","Alps",4555350,2658950,1
"40","Agrostis.alpina","Alps",4307850,2659450,1
"41","Agrostis.alpina","Alps",4588850,2659850,1
"42","Agrostis.alpina","Alps",4531750,2660250,1
"43","Agrostis.alpina","Alps",4527150,2661150,1
"44","Agrostis.alpina","Alps",4527850,2661150,1
"45","Agrostis.alpina","Alps",4568150,2662850,1
"46","Agrostis.alpina","Alps",4568950,2662850,1
"47","Agrostis.alpina","Alps",4542950,2663950,1
"48","Agrostis.alpina","Racherin",4534050,2664350,1
"49","Agrostis.alpina","Racherin",4534150,2664650,1
"50","Agrostis.alpina","Racherin",4534150,2664750,1
"51","Agrostis.alpina","Racherin",4533150,2664850,1
"52","Agrostis.alpina","Racherin",4533650,2664850,1
"53","Agrostis.alpina","Racherin",4533050,2664950,1
"54","Agrostis.alpina","Racherin",4533250,2664950,1
"55","Agrostis.alpina","Racherin",4533350,2664950,1
"56","Agrostis.alpina","Racherin",4533450,2664950,1
"57","Agrostis.alpina","Racherin",4533750,2664950,1
"58","Agrostis.alpina","Racherin",4533150,2665050,1
"59","Agrostis.alpina","Racherin",4533250,2665050,1
"60","Agrostis.alpina","Racherin",4533350,2665050,1
"61","Agrostis.alpina","Racherin",4533550,2665050,1
"62","Agrostis.alpina","Racherin",4534150,2665150,1
"63","Agrostis.alpina","Racherin",4533550,2665250,1
"64","Agrostis.alpina","Racherin",4533250,2665350,1
"65","Agrostis.alpina","Racherin",4533450,2665350,1
"66","Agrostis.alpina","Alps",4529950,2665750,1
"67","Agrostis.alpina","Racherin",4531550,2665750,1
"68","Agrostis.alpina","Racherin",4531750,2666050,1
"69","Agrostis.alpina","Racherin",4531250,2666150,1
"70","Agrostis.alpina","Racherin",4531650,2666250,1
"71","Agrostis.alpina","Alps",4531050,2666750,1
"72","Agrostis.alpina","Alps",4529950,2666850,1
"73","Agrostis.alpina","Alps",4530750,2666850,1
"74","Agrostis.alpina","Alps",4531050,2666850,1
"75","Agrostis.alpina","Alps",4583250,2666850,1
"76","Agrostis.alpina","Alps",4590850,2667150,1
"77","Agrostis.alpina","Alps",4591550,2667250,1
"78","Agrostis.alpina","Alps",4528950,2667650,1
"79","Agrostis.alpina","Alps",4528850,2667750,1
"80","Agrostis.alpina","Alps",4528950,2667750,1
"81","Agrostis.alpina","Alps",4526850,2667850,1
"82","Agrostis.alpina","Alps",4528450,2667850,1
"83","Agrostis.alpina","Alps",4528750,2667850,1
"84","Agrostis.alpina","Alps",4528850,2667850,1
"85","Agrostis.alpina","Alps",4529150,2667850,1
"86","Agrostis.alpina","Alps",4528250,2667950,1
"87","Agrostis.alpina","Alps",4551250,2667950,1
"88","Agrostis.alpina","Alps",4583150,2667950,1
"89","Agrostis.alpina","Alps",4535250,2668150,1
"90","Agrostis.alpina","Alps",4536750,2668150,1
"91","Agrostis.alpina","Alps",4554950,2668950,1
"92","Agrostis.alpina","Alps",4536750,2669250,1
"93","Agrostis.alpina","Alps",4554950,2670050,1
"94","Agrostis.alpina","Alps",4555650,2670050,1
"95","Agrostis.alpina","Alps",4556450,2671150,1
"96","Agrostis.alpina","Alps",4532750,2672450,1
"97","Agrostis.alpina","Alps",4573050,2674150,1
"98","Agrostis.alpina","Alps",4574550,2674250,1
"99","Agrostis.alpina","Alps",4497050,2674550,1
"100","Agrostis.alpina","Alps",4572950,2675250,1
"101","Agrostis.alpina","Alps",4578250,2675450,1
"102","Agrostis.alpina","Alps",4553150,2675550,1
"103","Agrostis.alpina","Alps",4528350,2676650,1
"104","Agrostis.alpina","Alps",4527350,2676750,1
"105","Agrostis.alpina","Alps",4528050,2676750,1
"106","Agrostis.alpina","Alps",4520450,2677550,1
"107","Agrostis.alpina","Alps",4573650,2677550,1
"108","Agrostis.alpina","Alps",4576650,2677650,1
"109","Agrostis.alpina","Alps",4578750,2677650,1
"110","Agrostis.alpina","Alps",4528050,2677850,1
"111","Agrostis.alpina","Alps",4505250,2678150,1
"112","Agrostis.alpina","Alps",4431650,2678250,1
"113","Agrostis.alpina","Alps",4345250,2678550,1
"114","Agrostis.alpina","Alps",4527250,2678950,1
"115","Agrostis.alpina","Alps",4594050,2679550,1
"116","Agrostis.alpina","Alps",4573550,2679750,1
"117","Agrostis.alpina","Alps",4593250,2680650,1
"118","Agrostis.alpina","Alps",4524850,2681050,1
"119","Agrostis.alpina","Alps",4584050,2681350,1
"120","Agrostis.alpina","Alps",4589350,2681550,1
"121","Agrostis.alpina","Alps",4570350,2681850,1
"122","Agrostis.alpina","Alps",4584050,2682450,1
"123","Agrostis.alpina","Alps",4585750,2683950,1
"124","Agrostis.alpina","Alps",4584550,2684450,1
"125","Agrostis.alpina","Alps",4583250,2684550,1
"126","Agrostis.alpina","Alps",4584350,2684550,1
"127","Agrostis.alpina","Alps",4583350,2684750,1
"128","Agrostis.alpina","Alps",4583650,2684750,1
"129","Agrostis.alpina","Alps",4583950,2684750,1
"130","Agrostis.alpina","Alps",4583550,2684850,1
"131","Agrostis.alpina","Alps",4584050,2684850,1
"132","Agrostis.alpina","Alps",4583550,2684950,1
"133","Agrostis.alpina","Alps",4583650,2684950,1
"134","Agrostis.alpina","Alps",4583850,2684950,1
"135","Agrostis.alpina","Alps",4584050,2684950,1
"136","Agrostis.alpina","Alps",4583550,2685050,1
"137","Agrostis.alpina","Alps",4583850,2685050,1
"138","Agrostis.alpina","Alps",4583550,2685150,1
"139","Agrostis.alpina","Alps",4583750,2685150,1
"140","Agrostis.alpina","Alps",4487050,2685850,1
"141","Agrostis.alpina","Alps",4486250,2685950,1
"142","Agrostis.alpina","Alps",4486350,2685950,1
"143","Agrostis.alpina","Alps",4551250,2686550,1
"144","Agrostis.alpina","Alps",4308750,2686650,1
"145","Agrostis.alpina","Alps",4557150,2689050,1
"146","Agrostis.alpina","Alps",4581450,2690050,1
"147","Agrostis.alpina","Alps",4557150,2690150,1
"148","Agrostis.alpina","Alps",4591250,2690550,1
"149","Agrostis.alpina","Alps",4591950,2690550,1
"150","Agrostis.alpina","Alps",4633750,2691150,1
"151","Agrostis.alpina","Alps",4633750,2691250,1
"152","Agrostis.alpina","Alps",4560150,2691350,1
"153","Agrostis.alpina","Alps",4634050,2691450,1
"154","Agrostis.alpina","Alps",4633750,2691550,1
"155","Agrostis.alpina","Alps",4633050,2691650,1
"156","Agrostis.alpina","Alps",4633750,2691650,1
"157","Agrostis.alpina","Alps",4593450,2691750,1
"158","Agrostis.alpina","Alps",4632950,2691750,1
"159","Agrostis.alpina","Alps",4633750,2691750,1
"160","Agrostis.alpina","Alps",4633850,2691750,1
"161","Agrostis.alpina","Alps",4632250,2692050,1
"162","Agrostis.alpina","Alps",4649950,2692950,1
"163","Agrostis.alpina","Alps",4649950,2693850,1
"164","Agrostis.alpina","Alps",4518850,2694050,1
"165","Agrostis.alpina","Alps",4650350,2694050,1
"166","Agrostis.alpina","Alps",4650550,2694250,1
"167","Agrostis.alpina","Alps",4646450,2694850,1
"168","Agrostis.alpina","Alps",4509250,2694950,1
"169","Agrostis.alpina","Alps",4645750,2695650,1
"170","Agrostis.alpina","Alps",4518950,2696750,1
"171","Agrostis.alpina","Alps",4518850,2696850,1
"172","Agrostis.alpina","Alps",4518850,2696950,1
"173","Agrostis.alpina","Alps",4518950,2696950,1
"174","Agrostis.alpina","Alps",4519050,2696950,1
"175","Agrostis.alpina","Alps",4643950,2697650,1
"176","Agrostis.alpina","Alps",4643550,2698750,1
"177","Agrostis.alpina","Alps",4643950,2699050,1
"178","Agrostis.alpina","Alps",4643850,2699250,1
"179","Agrostis.alpina","Alps",4537150,2699350,1
"180","Agrostis.alpina","Alps",4643850,2699350,1
"181","Agrostis.alpina","Alps",4640450,2700050,1
"182","Agrostis.alpina","Alps",4644750,2700750,1
"183","Agrostis.alpina","Alps",4640350,2701550,1
"184","Agrostis.alpina","Alps",4678850,2703550,1
"185","Agrostis.alpina","Alps",4679550,2703550,1
"186","Agrostis.alpina","Alps",4640650,2703650,1
"187","Agrostis.alpina","Alps",4679950,2703650,1
"188","Agrostis.alpina","Alps",4680050,2703650,1
"189","Agrostis.alpina","Alps",4511850,2703750,1
"190","Agrostis.alpina","Alps",4551250,2704350,1
"191","Agrostis.alpina","Alps",4552050,2704350,1
"192","Agrostis.alpina","Alps",4678050,2705150,1
"193","Agrostis.alpina","Alps",4671950,2707050,1
"194","Agrostis.alpina","Alps",4549650,2707650,1
"195","Agrostis.alpina","Alps",4547350,2708650,1
"196","Agrostis.alpina","Alps",4548850,2708650,1
"197","Agrostis.alpina","Alps",4597450,2712250,1
"198","Agrostis.alpina","Alps",4597550,2712250,1
"199","Agrostis.alpina","Alps",4597750,2712250,1
"200","Agrostis.alpina","Alps",4590150,2712750,1
"201","Agrostis.alpina","Alps",4599950,2713250,1
"202","Agrostis.alpina","Alps",4565250,2713850,1
"203","Agrostis.alpina","Alps",4553550,2714350,1
"204","Agrostis.alpina","Alps",4553650,2714350,1
"205","Agrostis.alpina","Alps",4553950,2714450,1
"206","Agrostis.alpina","Alps",4553950,2714550,1
"207","Agrostis.alpina","Alps",4556150,2714550,1
"208","Agrostis.alpina","Alps",4554050,2714750,1
"209","Agrostis.alpina","Alps",4554150,2714750,1
"210","Agrostis.alpina","Alps",4555650,2715350,1
"211","Agrostis.alpina","Alps",4595450,2715550,1
"212","Agrostis.alpina","Alps",4556850,2715650,1
"213","Agrostis.alpina","Alps",4598650,2715750,1
"214","Agrostis.alpina","Alps",4596750,2715950,1
"215","Agrostis.alpina","Alps",4596650,2716050,1
"216","Agrostis.alpina","Alps",4596550,2716150,1
"217","Agrostis.alpina","Alps",4573450,2716450,1
"218","Agrostis.alpina","Alps",4595850,2716450,1
"219","Agrostis.alpina","Alps",4521350,2717650,1
"220","Agrostis.alpina","Alps",4594450,2718250,1
"221","Agrostis.alpina","Alps",4520550,2718750,1
"222","Agrostis.alpina","Alps",4565950,2718750,1
"223","Agrostis.alpina","Alps",4575550,2718750,1
"224","Agrostis.alpina","Alps",4561950,2719250,1
"225","Agrostis.alpina","Alps",4563450,2719350,1
"226","Agrostis.alpina","Alps",4550650,2719850,1
"227","Agrostis.alpina","Alps",4594350,2719950,1
"228","Agrostis.alpina","Alps",4690950,2720750,1
"229","Agrostis.alpina","Alps",4551350,2721050,1
"230","Agrostis.alpina","Alps",4549850,2722050,1
"231","Agrostis.alpina","Alps",4550550,2722150,1
"232","Agrostis.alpina","Alps",4553450,2724450,1
"233","Agrostis.alpina","Alps",4554250,2724450,1
"234","Agrostis.alpina","Alps",4700150,2725950,1
"235","Agrostis.alpina","Alps",4675050,2726250,1
"236","Agrostis.alpina","Alps",4671950,2726650,1
"237","Agrostis.alpina","Alps",4671750,2726950,1
"238","Agrostis.alpina","Alps",4672450,2728550,1
"239","Agrostis.alpina","Alps",4672450,2728650,1
"240","Agrostis.alpina","Alps",4672350,2728850,1
"241","Agrostis.alpina","Alps",4688350,2732450,1
"242","Agrostis.alpina","Alps",4688350,2732550,1
"243","Agrostis.alpina","Alps",4697050,2732850,1
"244","Agrostis.alpina","Alps",4697950,2732850,1
"245","Agrostis.alpina","Alps",4694750,2732950,1
"246","Agrostis.alpina","Alps",4694950,2732950,1
"247","Agrostis.alpina","Alps",4699850,2732950,1
"248","Agrostis.alpina","Alps",4694950,2733050,1
"249","Agrostis.alpina","Alps",4695050,2733050,1
"250","Agrostis.alpina","Alps",4699250,2733050,1
"251","Agrostis.alpina","Alps",4695250,2733150,1
"252","Agrostis.alpina","Alps",4698050,2733150,1
"253","Agrostis.alpina","Alps",4698350,2733150,1
"254","Agrostis.alpina","Alps",4698750,2733150,1
"255","Agrostis.alpina","Alps",4703850,2733150,1
"256","Agrostis.alpina","Alps",4694650,2733250,1
"257","Agrostis.alpina","Alps",4695150,2733250,1
"258","Agrostis.alpina","Alps",4695250,2733250,1
"259","Agrostis.alpina","Alps",4695350,2733250,1
"260","Agrostis.alpina","Alps",4698550,2733250,1
"261","Agrostis.alpina","Alps",4698650,2733250,1
"262","Agrostis.alpina","Alps",4703850,2733250,1
"263","Agrostis.alpina","Alps",4698550,2733350,1
"264","Agrostis.alpina","Alps",4703050,2733350,1
"265","Agrostis.alpina","Alps",4704050,2733350,1
"266","Agrostis.alpina","Alps",4695250,2733450,1
"267","Agrostis.alpina","Alps",4698650,2733450,1
"268","Agrostis.alpina","Alps",4698750,2733450,1
"269","Agrostis.alpina","Alps",4694650,2733550,1
"270","Agrostis.alpina","Alps",4695350,2733550,1
"271","Agrostis.alpina","Alps",4696550,2733550,1
"272","Agrostis.alpina","Alps",4697550,2733550,1
"273","Agrostis.alpina","Alps",4697650,2733550,1
"274","Agrostis.alpina","Alps",4698650,2733550,1
"275","Agrostis.alpina","Alps",4698750,2733550,1
"276","Agrostis.alpina","Alps",4695050,2733650,1
"277","Agrostis.alpina","Alps",4697450,2733650,1
"278","Agrostis.alpina","Alps",4697050,2733750,1
"279","Agrostis.alpina","Alps",4697550,2733750,1
"280","Agrostis.alpina","Alps",4698650,2733750,1
"281","Agrostis.alpina","Alps",4699150,2733750,1
"282","Agrostis.alpina","Alps",4698850,2733850,1
"283","Agrostis.alpina","Alps",4699050,2733850,1
"284","Agrostis.alpina","Alps",4699150,2733850,1
"285","Agrostis.alpina","Hochschwab",4704550,2733850,1
"286","Agrostis.alpina","Alps",4698650,2733950,1
"287","Agrostis.alpina","Alps",4698950,2733950,1
"288","Agrostis.alpina","Alps",4699050,2733950,1
"289","Agrostis.alpina","Hochschwab",4703850,2733950,1
"290","Agrostis.alpina","Alps",4699150,2734050,1
"291","Agrostis.alpina","Hochschwab",4704150,2734050,1
"292","Agrostis.alpina","Alps",4703550,2734150,1
"293","Agrostis.alpina","Hochschwab",4704450,2734150,1
"294","Agrostis.alpina","Hochschwab",4703850,2734250,1
"295","Agrostis.alpina","Alps",4702050,2734350,1
"296","Agrostis.alpina","Hochschwab",4703550,2734350,1
"297","Agrostis.alpina","Hochschwab",4704850,2734350,1
"298","Agrostis.alpina","Alps",4700850,2734450,1
"299","Agrostis.alpina","Hochschwab",4704850,2734450,1
"300","Agrostis.alpina","Hochschwab",4703750,2734550,1
"301","Agrostis.alpina","Hochschwab",4704950,2734550,1
"302","Agrostis.alpina","Alps",4701350,2734650,1
"303","Agrostis.alpina","Alps",4702150,2734750,1
"304","Agrostis.alpina","Hochschwab",4704750,2734750,1
"305","Agrostis.alpina","Hochschwab",4703450,2734850,1
"306","Agrostis.alpina","Hochschwab",4704250,2734850,1
"307","Agrostis.alpina","Hochschwab",4704050,2734950,1
"308","Agrostis.alpina","Hochschwab",4704150,2734950,1
"309","Agrostis.alpina","Hochschwab",4704550,2734950,1
"310","Agrostis.alpina","Hochschwab",4704150,2735050,1
"311","Agrostis.alpina","Hochschwab",4704350,2735050,1
"312","Agrostis.alpina","Hochschwab",4704650,2735050,1
"313","Agrostis.alpina","Alps",4702250,2735150,1
"314","Agrostis.alpina","Hochschwab",4703450,2735150,1
"315","Agrostis.alpina","Hochschwab",4704350,2735150,1
"316","Agrostis.alpina","Hochschwab",4703550,2735250,1
"317","Agrostis.alpina","Hochschwab",4704150,2735250,1
"318","Agrostis.alpina","Alps",4702350,2735350,1
"319","Agrostis.alpina","Hochschwab",4703850,2735350,1
"320","Agrostis.alpina","Hochschwab",4704050,2735350,1
"321","Agrostis.alpina","Hochschwab",4705950,2735350,1
"322","Agrostis.alpina","Alps",4702550,2735450,1
"323","Agrostis.alpina","Hochschwab",4703650,2735450,1
"324","Agrostis.alpina","Hochschwab",4703650,2735550,1
"325","Agrostis.alpina","Alps",4702250,2735650,1
"326","Agrostis.alpina","Hochschwab",4705450,2735850,1
"327","Agrostis.alpina","Alps",4710250,2735850,1
"328","Agrostis.alpina","Alps",4639950,2736250,1
"329","Agrostis.alpina","Alps",4711550,2736450,1
"330","Agrostis.alpina","Hochschwab",4708050,2736550,1
"331","Agrostis.alpina","Hochschwab",4708150,2736550,1
"332","Agrostis.alpina","Hochschwab",4708950,2736550,1
"333","Agrostis.alpina","Hochschwab",4709150,2736550,1
"334","Agrostis.alpina","Hochschwab",4707050,2736650,1
"335","Agrostis.alpina","Hochschwab",4707250,2736650,1
"336","Agrostis.alpina","Hochschwab",4708750,2736650,1
"337","Agrostis.alpina","Hochschwab",4708850,2736650,1
"338","Agrostis.alpina","Hochschwab",4709250,2736650,1
"339","Agrostis.alpina","Hochschwab",4709350,2736650,1
"340","Agrostis.alpina","Alps",4641350,2736750,1
"341","Agrostis.alpina","Alps",4641450,2736750,1
"342","Agrostis.alpina","Hochschwab",4709250,2736750,1
"343","Agrostis.alpina","Hochschwab",4709350,2736750,1
"344","Agrostis.alpina","Alps",4641450,2736850,1
"345","Agrostis.alpina","Hochschwab",4709250,2736950,1
"346","Agrostis.alpina","Hochschwab",4706850,2737050,1
"347","Agrostis.alpina","Hochschwab",4707050,2737050,1
"348","Agrostis.alpina","Hochschwab",4707350,2737050,1
"349","Agrostis.alpina","Hochschwab",4709250,2737050,1
"350","Agrostis.alpina","Hochschwab",4707250,2737150,1
"351","Agrostis.alpina","Hochschwab",4707350,2737150,1
"352","Agrostis.alpina","Hochschwab",4707750,2737150,1
"353","Agrostis.alpina","Hochschwab",4708950,2737150,1
"354","Agrostis.alpina","Hochschwab",4709250,2737150,1
"355","Agrostis.alpina","Hochschwab",4709350,2737150,1
"356","Agrostis.alpina","Hochschwab",4709950,2737150,1
"357","Agrostis.alpina","Hochschwab",4708050,2737250,1
"358","Agrostis.alpina","Hochschwab",4709050,2737250,1
"359","Agrostis.alpina","Alps",4710950,2737250,1
"360","Agrostis.alpina","Hochschwab",4707550,2737350,1
"361","Agrostis.alpina","Alps",4711450,2737350,1
"362","Agrostis.alpina","Alps",4711750,2737350,1
"363","Agrostis.alpina","Alps",4711850,2737350,1
"364","Agrostis.alpina","Hochschwab",4707550,2737450,1
"365","Agrostis.alpina","Alps",4711550,2737450,1
"366","Agrostis.alpina","Alps",4711850,2737450,1
"367","Agrostis.alpina","Hochschwab",4708150,2737550,1
"368","Agrostis.alpina","Alps",4711750,2737550,1
"369","Agrostis.alpina","Alps",4711950,2737550,1
"370","Agrostis.alpina","Hochschwab",4708250,2737650,1
"371","Agrostis.alpina","Alps",4711950,2737650,1
"372","Agrostis.alpina","Alps",4712050,2737650,1
"373","Agrostis.alpina","Alps",4712150,2737650,1
"374","Agrostis.alpina","Hochschwab",4708450,2737750,1
"375","Agrostis.alpina","Hochschwab",4709150,2737750,1
"376","Agrostis.alpina","Alps",4713150,2737750,1
"377","Agrostis.alpina","Hochschwab",4707850,2737850,1
"378","Agrostis.alpina","Hochschwab",4710050,2737850,1
"379","Agrostis.alpina","Alps",4713550,2737850,1
"380","Agrostis.alpina","Hochschwab",4709150,2737950,1
"381","Agrostis.alpina","Hochschwab",4710050,2737950,1
"382","Agrostis.alpina","Alps",4711150,2737950,1
"383","Agrostis.alpina","Hochschwab",4708050,2738050,1
"384","Agrostis.alpina","Hochschwab",4709150,2738050,1
"385","Agrostis.alpina","Alps",4710950,2738150,1
"386","Agrostis.alpina","Alps",4711150,2738150,1
"387","Agrostis.alpina","Hochschwab",4709150,2738250,1
"388","Agrostis.alpina","Alps",4713350,2738250,1
"389","Agrostis.alpina","Alps",4714050,2738250,1
"390","Agrostis.alpina","Alps",4714250,2738250,1
"391","Agrostis.alpina","Hochschwab",4709850,2738350,1
"392","Agrostis.alpina","Alps",4711650,2738350,1
"393","Agrostis.alpina","Alps",4714350,2738350,1
"394","Agrostis.alpina","Hochschwab",4709750,2738450,1
"395","Agrostis.alpina","Alps",4714350,2738450,1
"396","Agrostis.alpina","Alps",4701450,2738550,1
"397","Agrostis.alpina","Alps",4714750,2738550,1
"398","Agrostis.alpina","Alps",4546950,2738650,1
"399","Agrostis.alpina","Alps",4701450,2738650,1
"400","Agrostis.alpina","Alps",4715050,2738650,1
"401","Agrostis.alpina","Alps",4715150,2738650,1
"402","Agrostis.alpina","Alps",4715350,2738650,1
"403","Agrostis.alpina","Alps",4701350,2738750,1
"404","Agrostis.alpina","Alps",4701650,2738750,1
"405","Agrostis.alpina","Alps",4709850,2738750,1
"406","Agrostis.alpina","Alps",4714950,2738750,1
"407","Agrostis.alpina","Alps",4715150,2738750,1
"408","Agrostis.alpina","Alps",4715250,2738750,1
"409","Agrostis.alpina","Alps",4715450,2738750,1
"410","Agrostis.alpina","Alps",4701550,2738850,1
"411","Agrostis.alpina","Alps",4715350,2738850,1
"412","Agrostis.alpina","Alps",4716650,2738850,1
"413","Agrostis.alpina","Alps",4701550,2738950,1
"414","Agrostis.alpina","Alps",4714050,2738950,1
"415","Agrostis.alpina","Alps",4714450,2738950,1
"416","Agrostis.alpina","Alps",4716550,2739050,1
"417","Agrostis.alpina","Alps",4714150,2739250,1
"418","Agrostis.alpina","Alps",4709950,2739350,1
"419","Agrostis.alpina","Alps",4717150,2739450,1
"420","Agrostis.alpina","Alps",4709950,2739550,1
"421","Agrostis.alpina","Alps",4709850,2739650,1
"422","Agrostis.alpina","Alps",4710150,2739650,1
"423","Agrostis.alpina","Alps",4761050,2740650,1
"424","Agrostis.alpina","Alps",4609150,2741550,1
"425","Agrostis.alpina","Alps",4712850,2743450,1
"426","Agrostis.alpina","Alps",4748950,2746750,1
"427","Agrostis.alpina","Alps",4748950,2746850,1
"428","Agrostis.alpina","Alps",4741050,2746950,1
"429","Agrostis.alpina","Alps",4748850,2747150,1
"430","Agrostis.alpina","Alps",4748950,2747150,1
"431","Agrostis.alpina","Alps",4749050,2747250,1
"432","Agrostis.alpina","Alps",4748850,2747350,1
"433","Agrostis.alpina","Alps",4738550,2747450,1
"434","Agrostis.alpina","Alps",4748750,2747450,1
"435","Agrostis.alpina","Alps",4748150,2747750,1
"436","Agrostis.alpina","Alps",4747350,2747850,1
"437","Agrostis.alpina","Alps",4749550,2747850,1
"438","Agrostis.alpina","Alps",4749650,2747850,1
"439","Agrostis.alpina","Alps",4749550,2747950,1
"440","Agrostis.alpina","Alps",4749450,2748050,1
"441","Agrostis.alpina","Alps",4749650,2748050,1
"442","Agrostis.alpina","Alps",4749250,2748250,1
"443","Agrostis.alpina","Alps",4747750,2748350,1
"444","Agrostis.alpina","Alps",4748950,2748450,1
"445","Agrostis.alpina","Alps",4749150,2748550,1
"446","Agrostis.alpina","Alps",4749250,2748550,1
"447","Agrostis.alpina","Alps",4749750,2748550,1
"448","Agrostis.alpina","Alps",4750050,2748550,1
"449","Agrostis.alpina","Alps",4749750,2748650,1
"450","Agrostis.alpina","Alps",4751450,2748650,1
"451","Agrostis.alpina","Alps",4749250,2748750,1
"452","Agrostis.alpina","Alps",4751050,2748750,1
"453","Agrostis.alpina","Alps",4749550,2748850,1
"454","Agrostis.alpina","Alps",4751650,2748850,1
"455","Agrostis.alpina","Alps",4740650,2748950,1
"456","Agrostis.alpina","Alps",4749750,2748950,1
"457","Agrostis.alpina","Alps",4751950,2749150,1
"458","Agrostis.alpina","Alps",4743950,2749250,1
"459","Agrostis.alpina","Alps",4751950,2749250,1
"460","Agrostis.alpina","Alps",4744150,2749350,1
"461","Agrostis.alpina","Alps",4749850,2749350,1
"462","Agrostis.alpina","Alps",4749750,2749450,1
"463","Agrostis.alpina","Alps",4554750,2749650,1
"464","Agrostis.alpina","Alps",4751750,2749650,1
"465","Agrostis.alpina","Alps",4749750,2749750,1
"466","Agrostis.alpina","Alps",4748750,2749850,1
"467","Agrostis.alpina","Alps",4749350,2749850,1
"468","Agrostis.alpina","Alps",4750550,2749850,1
"469","Agrostis.alpina","Alps",4569150,2749950,1
"470","Agrostis.alpina","Alps",4752950,2749950,1
"471","Agrostis.alpina","Alps",4752050,2750050,1
"472","Agrostis.alpina","Alps",4752850,2750050,1
"473","Agrostis.alpina","Alps",4739950,2750150,1
"474","Agrostis.alpina","Alps",4743450,2750250,1
"475","Agrostis.alpina","Alps",4749850,2750450,1
"476","Agrostis.alpina","Alps",4753350,2750450,1
"477","Agrostis.alpina","Alps",4748750,2750650,1
"478","Agrostis.alpina","Alps",4752050,2750650,1
"479","Agrostis.alpina","Alps",4752150,2750650,1
"480","Agrostis.alpina","Alps",4750350,2750750,1
"481","Agrostis.alpina","Alps",4753850,2750750,1
"482","Agrostis.alpina","Alps",4750350,2750850,1
"483","Agrostis.alpina","Alps",4753850,2750850,1
"484","Agrostis.alpina","Alps",4749150,2750950,1
"485","Agrostis.alpina","Alps",4752250,2750950,1
"486","Agrostis.alpina","Alps",4750250,2751050,1
"487","Agrostis.alpina","Alps",4752550,2751050,1
"488","Agrostis.alpina","Alps",4750050,2751150,1
"489","Agrostis.alpina","Alps",4750950,2751250,1
"490","Agrostis.alpina","Alps",4749250,2751450,1
"491","Agrostis.alpina","Alps",4696050,2751550,1
"492","Agrostis.alpina","Alps",4750250,2752150,1
"493","Agrostis.alpina","Alps",4755750,2755250,1
"494","Agrostis.alpina","Alps",4756250,2755550,1
"495","Agrostis.alpina","Alps",4757850,2755550,1
"496","Agrostis.alpina","Alps",4755850,2755650,1
"497","Agrostis.alpina","Alps",4755950,2755650,1
"498","Agrostis.alpina","Alps",4757850,2755750,1
"499","Agrostis.alpina","Alps",4757950,2755750,1
"500","Agrostis.alpina","Alps",4757050,2755850,1
"501","Agrostis.alpina","Alps",4757350,2755850,1
"502","Agrostis.alpina","Alps",4755650,2755950,1
"503","Agrostis.alpina","Alps",4756950,2756050,1
"504","Agrostis.alpina","Alps",4757250,2756050,1
"505","Agrostis.alpina","Alps",4755950,2756150,1
"506","Agrostis.alpina","Alps",4757050,2756150,1
"507","Agrostis.alpina","Alps",4756950,2756350,1
"508","Agrostis.alpina","Alps",4756150,2756650,1
